gene_tag	length	hits	percent
Rv0931c	1995	0	0.0
Rv0932c	1113	0	0.0
Rv0933	831	0	0.0
Rv0934	1125	0	0.0
Rv0935	1017	0	0.0
Rv0936	906	0	0.0
Rv0937c	822	0	0.0
Rv0938	2280	0	0.0
Rv0939	1935	0	0.0
Rv0940c	867	0	0.0
Rv0941c	774	0	0.0
Rv0942	279	0	0.0
Rv0943c	1041	0	0.0
Rv0944	477	0	0.0
Rv0945	762	0	0.0
Rv0946c	1662	0	0.0
Rv0948c	318	0	0.0
Rv0949	2316	0	0.0
Rv0950c	999	0	0.0
Rv0951	1164	0	0.0
Rv0952	912	0	0.0
Rv0953c	849	0	0.0
Rv0954	912	0	0.0
Rv0955	1368	0	0.0
Rv0956	648	0	0.0
Rv0957	1572	0	0.0
Rv0958	1380	0	0.0
Rv0959	2019	0	0.0
Rv0959A	222	0	0.0
Rv0960	384	0	0.0
Rv0961	348	0	0.0
Rv0962c	675	0	0.0
Rv0963c	801	0	0.0
Rv0964c	483	0	0.0
Rv0965c	420	0	0.0
Rv0966c	603	0	0.0
Rv0967	360	0	0.0
Rv0968	297	0	0.0
Rv0969	2313	0	0.0
Rv0970	633	0	0.0
Rv0971c	810	0	0.0
Rv0972c	1167	0	0.0
Rv0973c	2004	0	0.0
Rv0974c	1590	0	0.0
Rv0975c	1149	0	0.0
Rv0976c	1683	0	0.0
Rv0977	2772	2772	100.0
Rv0978c	996	996	100.0
Rv0979c	195	0	0.0
Rv0979A	174	0	0.0
Rv0980c	1374	1374	100.0
Rv0981	687	0	0.0
Rv0982	1515	0	0.0
Rv0983	1395	0	0.0
Rv0984	546	0	0.0
Rv0985c	456	0	0.0
Rv0986	747	0	0.0
Rv0987	2568	0	0.0
Rv0988	1161	0	0.0
Rv0989c	978	0	0.0
Rv0990c	657	0	0.0
Rv0991c	333	0	0.0
Rv0992c	594	0	0.0
Rv0993	921	0	0.0
Rv0994	1281	0	0.0
Rv0995	612	0	0.0
Rv0996	1077	0	0.0
Rv0997a	252	0	0.0
Rv0997	432	0	0.0
Rv0998	1002	0	0.0
Rv0999	759	0	0.0
Rv1000c	618	0	0.0
Rv1001	1209	0	0.0
Rv1002c	1512	0	0.0
Rv1003	858	0	0.0
Rv1004c	1260	0	0.0
Rv1005c	1377	0	0.0
Rv1006	1704	0	0.0
Rv1007c	1560	0	0.0
Rv1008	795	0	0.0
Rv1009	1089	0	0.0
Rv1010	954	0	0.0
Rv1011	921	0	0.0
Rv1012	294	0	0.0
Rv1013	1635	0	0.0
Rv1014c	576	0	0.0
Rv1015c	648	0	0.0
Rv1016c	681	0	0.0
Rv1017c	981	0	0.0
Rv1018c	1488	0	0.0
Rv1019	594	0	0.0
Rv1020	3705	0	0.0
Rv1021	978	0	0.0
Rv1022	732	0	0.0
Rv1023	1290	0	0.0
Rv1024	687	0	0.0
Rv1025	468	0	0.0
Rv1026	960	0	0.0
Rv1027c	681	0	0.0
Rv1028c	2583	0	0.0
Rv1028A	93	0	0.0
Rv1029	1716	0	0.0
Rv1030	2130	0	0.0
Rv1031	570	0	0.0
Rv1032c	1530	0	0.0
Rv1033c	774	0	0.0
Rv1037c	285	0	0.0
Rv1038c	297	0	0.0
Rv1039c	1176	1176	100.0
Rv1040c	828	828	100.0
Rv1041c	864	864	100.0
Rv1042c	408	408	100.0
Rv1043c	1026	0	0.0
Rv1044	624	0	0.0
Rv1045	882	0	0.0
Rv1047	1248	1248	100.0
Rv1048c	1116	0	0.0
Rv1049	447	0	0.0
Rv1050	906	0	0.0
Rv1051c	756	0	0.0
Rv1052	390	0	0.0
Rv1056	765	0	0.0
Rv1057	1182	0	0.0
Rv1058	1632	0	0.0
Rv1059	1065	0	0.0
Rv1060	474	0	0.0
Rv1061	864	0	0.0
Rv1062	858	0	0.0
Rv1063c	1083	0	0.0
Rv1064c	420	0	0.0
Rv1065	567	0	0.0
Rv1066	396	0	0.0
Rv1067c	2004	2004	100.0
Rv1068c	1392	1392	100.0
Rv1069c	1764	0	0.0
Rv1070c	774	0	0.0
Rv1071c	1038	0	0.0
Rv1072	837	0	0.0
Rv1073	852	0	0.0
Rv1074c	1218	0	0.0
Rv1075c	945	0	0.0
Rv1076	894	0	0.0
Rv1077	1395	0	0.0
Rv1078	723	0	0.0
Rv1079	1167	0	0.0
Rv1080c	495	0	0.0
Rv1081c	435	0	0.0
Rv1082	867	0	0.0
Rv1083	267	0	0.0
Rv1084	2022	0	0.0
Rv1085c	729	0	0.0
Rv1086	789	0	0.0
Rv1087	2304	2304	100.0
Rv1088	435	435	100.0
Rv1088a	183	0	0.0
Rv1091	2562	2562	100.0
Rv1092c	939	0	0.0
Rv1093	1281	0	0.0
Rv1094	828	0	0.0
Rv1095	1302	0	0.0
Rv1096	876	0	0.0
Rv1097c	882	0	0.0
Rv1098c	1425	0	0.0
Rv1099c	1089	0	0.0
Rv1100	702	0	0.0
Rv1101c	1158	0	0.0
Rv1102c	312	0	0.0
Rv1103c	321	0	0.0
Rv1106c	1113	0	0.0
Rv1107c	258	0	0.0
Rv1108c	1248	0	0.0
Rv1109c	639	0	0.0
Rv1110	1008	0	0.0
Rv1111c	984	0	0.0
Rv1112	1074	0	0.0
Rv1113	198	0	0.0
Rv1114	375	0	0.0
Rv1115	699	0	0.0
Rv1116	186	0	0.0
Rv1117	324	0	0.0
Rv1118c	861	0	0.0
Rv1119c	150	0	0.0
Rv1120c	495	0	0.0
Rv1121	1401	0	0.0
Rv1122	1023	0	0.0
Rv1123c	909	0	0.0
Rv1124	951	0	0.0
Rv1125	1245	0	0.0
Rv1126c	606	0	0.0
Rv1127c	1473	0	0.0
Rv1128c	1356	1325	97.71386430678466
Rv1129c	1461	0	0.0
Rv1130	1581	0	0.0
Rv1131	1182	0	0.0
Rv1132	1731	0	0.0
Rv1133c	2280	0	0.0
Rv1134	237	0	0.0
Rv1135c	1857	1857	100.0
Rv1138a	405	0	0.0
Rv1138c	1017	0	0.0
Rv1139c	501	0	0.0
Rv1140	849	0	0.0
Rv1141c	807	0	0.0
Rv1142c	807	0	0.0
Rv1143	1083	0	0.0
Rv1144	753	0	0.0
Rv1145	912	0	0.0
Rv1146	1413	0	0.0
Rv1147	651	0	0.0
Rv1148c	1449	1344	92.7536231884058
Rv1149	408	408	100.0
Rv1151c	714	0	0.0
Rv1152	366	0	0.0
Rv1153c	849	0	0.0
Rv1154c	642	0	0.0
Rv1155	444	0	0.0
Rv1155a	189	0	0.0
Rv1156	588	0	0.0
Rv1157c	1116	0	0.0
Rv1158c	684	0	0.0
Rv1159	1296	0	0.0
Rv1159A	285	0	0.0
Rv1160	426	0	0.0
Rv1161	3699	0	0.0
Rv1162	1677	0	0.0
Rv1163	606	0	0.0
Rv1164	741	0	0.0
Rv1165	1887	0	0.0
Rv1166	1908	0	0.0
Rv1167c	606	0	0.0
Rv1168c	1041	1041	100.0
Rv1169c	303	303	100.0
Rv1170	912	0	0.0
Rv1171	441	0	0.0
Rv1172c	927	927	100.0
Rv1173	2571	7	0.2722676001555815
Rv1174c	333	0	0.0
Rv1175c	2025	0	0.0
Rv1176c	570	0	0.0
Rv1177	327	0	0.0
Rv1178	1089	0	0.0
Rv1179c	2820	0	0.0
Rv1180	1467	0	0.0
Rv1181	4749	0	0.0
Rv1182	1419	0	0.0
Rv1183	3009	0	0.0
Rv1184c	1080	0	0.0
Rv1185c	1737	0	0.0
Rv1186c	1617	0	0.0
Rv1187	1632	0	0.0
Rv1188	990	0	0.0
Rv1189	873	0	0.0
Rv1190	879	0	0.0
Rv1191	915	0	0.0
Rv1192	828	0	0.0
Rv1193	1422	0	0.0
Rv1194c	1266	0	0.0
Rv1195	300	300	100.0
Rv1196	1176	1176	100.0
Rv1197	297	0	0.0
Rv1198	285	0	0.0
Rv1199c	1248	1248	100.0
Rv1200	1278	0	0.0
Rv1201c	954	0	0.0
Rv1202	1065	0	0.0
Rv1203c	585	0	0.0
Rv1204c	1689	0	0.0
Rv1205	564	0	0.0
Rv1206	1794	0	0.0
Rv1207	957	0	0.0
Rv1208	975	0	0.0
Rv1209	369	0	0.0
Rv1210	615	0	0.0
Rv1211	228	0	0.0
Rv1212c	1164	0	0.0
Rv1213	1215	0	0.0
Rv1214c	333	333	100.0
Rv1215c	1686	0	0.0
Rv1216c	675	0	0.0
Rv1217c	1647	0	0.0
Rv1218c	936	0	0.0
Rv1219c	639	0	0.0
Rv1220c	648	0	0.0
Rv1221	774	0	0.0
Rv1222	465	0	0.0
Rv1223	1587	0	0.0
Rv1224	396	0	0.0
Rv1225c	831	0	0.0
Rv1226c	1464	0	0.0
Rv1227c	534	0	0.0
Rv1228	558	0	0.0
Rv1228a	174	0	0.0
Rv1229c	1173	0	0.0
Rv1230c	1236	0	0.0
Rv1231c	543	0	0.0
Rv1232c	1308	0	0.0
Rv1233c	597	0	0.0
Rv1234	528	0	0.0
Rv1235	1407	0	0.0
Rv1236	924	0	0.0
Rv1237	825	0	0.0
Rv1238	1182	0	0.0
Rv1239c	1101	0	0.0
Rv1240	990	0	0.0
Rv1241	261	0	0.0
Rv1242	432	0	0.0
Rv1243c	1689	1689	100.0
Rv1244	861	0	0.0
Rv1245c	831	0	0.0
Rv1246c	294	0	0.0
Rv1247c	270	0	0.0
Rv1248c	3696	0	0.0
Rv1249c	789	0	0.0
Rv1250	1740	0	0.0
Rv1251c	3420	0	0.0
Rv1252c	609	0	0.0
Rv1253	1692	0	0.0
Rv1254	1152	0	0.0
Rv1255c	609	0	0.0
Rv1256c	1218	0	0.0
Rv1257c	1368	0	0.0
Rv1258c	1260	0	0.0
Rv1259	900	0	0.0
Rv1260	1119	0	0.0
Rv1261c	450	0	0.0
Rv1262c	435	0	0.0
Rv1263	1389	0	0.0
Rv1264	1194	0	0.0
Rv1265	681	0	0.0
Rv1266c	1881	0	0.0
Rv1267c	1167	0	0.0
Rv1268c	699	0	0.0
Rv1269c	375	0	0.0
Rv1270c	735	0	0.0
Rv1271c	342	0	0.0
Rv1272c	1896	0	0.0
Rv1273c	1749	0	0.0
Rv1274	558	0	0.0
Rv1275	543	0	0.0
Rv1276c	477	0	0.0
Rv1277	1254	0	0.0
Rv1278	2628	0	0.0
Rv1279	1587	0	0.0
Rv1280c	1776	0	0.0
Rv1281c	1839	0	0.0
Rv1282c	876	0	0.0
Rv1283c	978	0	0.0
Rv1284	492	0	0.0
Rv1285	999	0	0.0
Rv1286	1845	0	0.0
Rv1287	486	0	0.0
Rv1288	1371	0	0.0
Rv1289	633	0	0.0
Rv1290c	1566	0	0.0
Rv1290A	315	0	0.0
Rv1291c	336	0	0.0
Rv1292	1653	0	0.0
Rv1293	1344	0	0.0
Rv1294	1326	0	0.0
Rv1295	1083	0	0.0
Rv1296	951	0	0.0
Rv1297	1809	0	0.0
Rv1298	243	0	0.0
Rv1299	1074	0	0.0
Rv1300	978	133	13.599182004089979
Rv1301	654	0	0.0
Rv1302	1215	0	0.0
Rv1303	486	0	0.0
Rv1304	753	0	0.0
Rv1305	246	0	0.0
Rv1306	516	0	0.0
Rv1307	1341	0	0.0
Rv1308	1650	0	0.0
Rv1309	918	0	0.0
Rv1310	1461	0	0.0
Rv1311	366	0	0.0
Rv1312	444	0	0.0
Rv1313c	1335	1335	100.0
Rv1314c	582	0	0.0
Rv1315	1257	0	0.0
Rv1316c	498	0	0.0
Rv1317c	1491	0	0.0
Rv1318c	1626	0	0.0
Rv1319c	1608	0	0.0
Rv1320c	1704	0	0.0
Rv1321	681	0	0.0
Rv1322	297	0	0.0
Rv1322A	459	0	0.0
Rv1323	1170	0	0.0
Rv1324	915	0	0.0
Rv1325c	1812	1812	100.0
Rv1326c	2196	0	0.0
Rv1327c	2106	0	0.0
Rv1328	2592	0	0.0
Rv1329c	1995	0	0.0
Rv1330c	1347	0	0.0
Rv1331	306	0	0.0
Rv1332	657	0	0.0
Rv1333	1035	0	0.0
Rv1334	441	0	0.0
Rv1335	282	0	0.0
Rv1336	972	0	0.0
Rv1337	723	0	0.0
Rv1338	816	0	0.0
Rv1339	822	0	0.0
Rv1340	780	4	0.5128205128205128
Rv1341	615	9	1.4634146341463417
Rv1342c	363	0	0.0
Rv1343c	381	0	0.0
Rv1344	321	0	0.0
Rv1345	1566	0	0.0
Rv1346	1161	0	0.0
Rv1347c	633	0	0.0
Rv1348	2580	0	0.0
Rv1349	1740	0	0.0
Rv1350	744	0	0.0
Rv1351	330	0	0.0
Rv1352	372	0	0.0
Rv1353c	786	0	0.0
Rv1354c	1872	0	0.0
Rv1355c	2148	0	0.0
Rv1356c	792	0	0.0
Rv1357c	924	0	0.0
Rv1358	3480	0	0.0
Rv1359	753	0	0.0
Rv1360	1023	0	0.0
Rv1361c	1191	1191	100.0
Rv1362c	663	0	0.0
Rv1363c	786	0	0.0
Rv1364c	1962	0	0.0
Rv1365c	387	0	0.0
Rv1366	822	0	0.0
Rv1366A	261	0	0.0
Rv1367c	1134	0	0.0
Rv1368	786	0	0.0
Rv1371	1470	0	0.0
Rv1372	1182	0	0.0
Rv1373	981	0	0.0
Rv1374c	459	0	0.0
Rv1375	1320	0	0.0
Rv1376	1494	0	0.0
Rv1377c	639	0	0.0
Rv1378c	1428	0	0.0
Rv1379	582	0	0.0
Rv1380	960	0	0.0
Rv1381	1293	0	0.0
Rv1382	498	0	0.0
Rv1383	1131	0	0.0
Rv1384	3348	0	0.0
Rv1385	825	0	0.0
Rv1386	309	309	100.0
Rv1387	1620	1620	100.0
Rv1388	573	0	0.0
Rv1389	627	0	0.0
Rv1390	333	0	0.0
Rv1391	1257	0	0.0
Rv1392	1212	0	0.0
Rv1393c	1479	0	0.0
Rv1394c	1386	0	0.0
Rv1395	1035	0	0.0
Rv1396c	1731	1731	100.0
Rv1397c	402	0	0.0
Rv1398c	258	0	0.0
Rv1399c	960	0	0.0
Rv1400c	963	0	0.0
Rv1401	603	0	0.0
Rv1402	1968	0	0.0
Rv1403c	825	0	0.0
Rv1404	483	0	0.0
Rv1405c	825	0	0.0
Rv1406	939	0	0.0
Rv1407	1374	0	0.0
Rv1408	699	0	0.0
Rv1409	1020	0	0.0
Rv1410c	1557	0	0.0
Rv1411c	711	0	0.0
Rv1412	606	0	0.0
Rv1413	516	0	0.0
Rv1414	402	0	0.0
Rv1415	1278	0	0.0
Rv1416	483	0	0.0
Rv1417	465	0	0.0
Rv1418	687	0	0.0
Rv1419	474	0	0.0
Rv1420	1941	0	0.0
Rv1421	906	0	0.0
Rv1422	1029	0	0.0
Rv1423	978	0	0.0
Rv1424c	762	0	0.0
Rv1425	1380	0	0.0
Rv1426c	1263	0	0.0
Rv1427c	1608	0	0.0
Rv1428c	828	0	0.0
Rv1429	1269	0	0.0
Rv1430	1587	1587	100.0
Rv1431	1770	0	0.0
Rv1432	1422	0	0.0
Rv1433	816	0	0.0
Rv1434	138	0	0.0
Rv1435c	609	105	17.24137931034483
Rv1436	1020	0	0.0
Rv1437	1239	0	0.0
Rv1438	786	0	0.0
Rv1439c	426	0	0.0
Rv1440	234	0	0.0
Rv1441c	1476	1476	100.0
Rv1442	2301	0	0.0
Rv1443c	486	0	0.0
Rv1444c	411	0	0.0
Rv1445c	744	0	0.0
Rv1446c	912	0	0.0
Rv1447c	1545	1	0.06472491909385113
Rv1448c	1122	0	0.0
Rv1449c	2103	0	0.0
Rv1450c	3990	3990	100.0
Rv1451	927	0	0.0
Rv1452c	2226	2226	100.0
Rv1453	1266	12	0.9478672985781991
Rv1454c	987	0	0.0
Rv1455	864	0	0.0
Rv1456c	933	0	0.0
Rv1457c	786	0	0.0
Rv1458c	942	0	0.0
Rv1459c	1776	2	0.11261261261261261
Rv1460	807	0	0.0
Rv1461	2541	0	0.0
Rv1462	1194	0	0.0
Rv1463	801	0	0.0
Rv1464	1254	0	0.0
Rv1465	489	0	0.0
Rv1466	348	0	0.0
Rv1467c	1830	0	0.0
Rv1468c	1113	1113	100.0
Rv1469	1974	0	0.0
Rv1470	375	0	0.0
Rv1471	372	0	0.0
Rv1472	858	0	0.0
Rv1473	1629	0	0.0
Rv1473A	192	0	0.0
Rv1474c	564	0	0.0
Rv1475c	2832	0	0.0
Rv1476	561	0	0.0
Rv1477	1419	0	0.0
Rv1478	726	0	0.0
Rv1479	1134	0	0.0
Rv1480	954	0	0.0
Rv1481	1008	0	0.0
Rv1482c	843	0	0.0
Rv1483	744	0	0.0
Rv1484	810	0	0.0
Rv1485	1035	0	0.0
Rv1486c	867	0	0.0
Rv1487	435	0	0.0
Rv1488	1146	0	0.0
Rv1489	357	0	0.0
Rv1489A	231	0	0.0
Rv1490	1308	0	0.0
Rv1491c	759	0	0.0
Rv1492	1848	0	0.0
Rv1493	2253	0	0.0
Rv1494	303	0	0.0
Rv1495	318	0	0.0
Rv1496	1005	0	0.0
Rv1497	1290	0	0.0
Rv1498c	618	0	0.0
Rv1498A	213	0	0.0
Rv1499	399	0	0.0
Rv1500	1029	0	0.0
Rv1501	822	0	0.0
Rv1502	900	0	0.0
Rv1505c	666	0	0.0
Rv1506c	501	0	0.0
Rv1507c	696	0	0.0
Rv1507A	504	0	0.0
Rv1508c	1800	0	0.0
Rv1508A	363	0	0.0
Rv1509	882	0	0.0
Rv1510	1299	0	0.0
Rv1511	1023	0	0.0
Rv1512	969	0	0.0
Rv1513	732	0	0.0
Rv1514c	789	0	0.0
Rv1515c	897	0	0.0
Rv1516c	1011	0	0.0
Rv1517	765	0	0.0
Rv1518	960	0	0.0
Rv1519	270	0	0.0
Rv1520	1041	0	0.0
Rv1521	1752	0	0.0
Rv1522c	3441	0	0.0
Rv1523	1044	0	0.0
Rv1524	1245	0	0.0
Rv1525	786	0	0.0
Rv1526c	1281	0	0.0
Rv1527c	6327	0	0.0
Rv1528c	498	0	0.0
Rv1529	1755	0	0.0
Rv1530	1104	0	0.0
Rv1531	567	0	0.0
Rv1532c	435	0	0.0
Rv1533	1128	0	0.0
Rv1534	678	0	0.0
Rv1535	237	0	0.0
Rv1536	3126	0	0.0
Rv1537	1392	0	0.0
Rv1538c	981	0	0.0
Rv1539	609	0	0.0
Rv1540	927	0	0.0
Rv1541c	594	0	0.0
Rv1542c	411	0	0.0
Rv1543	1026	0	0.0
Rv1544	804	0	0.0
Rv1545	228	0	0.0
Rv1546	432	0	0.0
Rv1547	3555	0	0.0
Rv1548c	2037	2037	100.0
Rv1550	1716	0	0.0
Rv1551	1866	0	0.0
Rv1552	1752	0	0.0
Rv1553	744	0	0.0
Rv1554	381	0	0.0
Rv1555	378	0	0.0
Rv1556	609	0	0.0
Rv1557	1194	0	0.0
Rv1558	447	0	0.0
Rv1559	1290	0	0.0
Rv1560	219	0	0.0
Rv1561	405	0	0.0
Rv1562c	1743	0	0.0
Rv1563c	2298	0	0.0
Rv1564c	2166	0	0.0
Rv1565c	2190	0	0.0
Rv1566c	693	0	0.0
Rv1567c	285	0	0.0
Rv1568	1314	0	0.0
Rv1569	1161	0	0.0
Rv1570	681	0	0.0
Rv1571	510	0	0.0
Rv1573	411	411	100.0
Rv1574	312	312	100.0
Rv1575	501	501	100.0
Rv1576c	1422	1422	100.0
Rv1577c	513	513	100.0
Rv1578c	471	471	100.0
Rv1579c	315	315	100.0
Rv1580c	273	273	100.0
Rv1581c	396	396	100.0
Rv1582c	1416	1416	100.0
Rv1583c	399	399	100.0
Rv1584c	222	222	100.0
Rv1585c	516	516	100.0
Rv1586c	1410	1410	100.0
Rv1587c	1002	1002	100.0
Rv1588c	669	644	96.26307922272048
Rv1589	1050	0	0.0
Rv1590	240	0	0.0
Rv1591	666	0	0.0
Rv1592c	1341	0	0.0
Rv1593c	711	0	0.0
Rv1594	1050	0	0.0
Rv1595	1584	0	0.0
Rv1596	858	0	0.0
Rv1597	759	0	0.0
Rv1598c	411	0	0.0
Rv1599	1317	0	0.0
Rv1600	1143	0	0.0
Rv1601	633	0	0.0
Rv1602	621	0	0.0
Rv1603	738	0	0.0
Rv1604	813	0	0.0
Rv1605	804	0	0.0
Rv1606	348	0	0.0
Rv1607	1083	0	0.0
Rv1608c	465	0	0.0
Rv1609	1551	0	0.0
Rv1610	708	0	0.0
Rv1611	819	0	0.0
Rv1612	1233	0	0.0
Rv1613	813	0	0.0
Rv1614	1407	0	0.0
Rv1615	441	0	0.0
Rv1616	399	0	0.0
Rv1617	1419	0	0.0
Rv1618	903	0	0.0
Rv1619	1455	0	0.0
Rv1620c	1731	0	0.0
Rv1621c	1584	0	0.0
Rv1622c	1041	0	0.0
Rv1623c	1458	0	0.0
Rv1624c	588	0	0.0
Rv1625c	1332	0	0.0
Rv1626	618	0	0.0
Rv1627c	1209	0	0.0
Rv1628c	492	52	10.569105691056912
Rv1629	2715	0	0.0
Rv1630	1446	0	0.0
Rv1631	1224	0	0.0
Rv1632c	444	0	0.0
Rv1633	2097	0	0.0
Rv1634	1416	0	0.0
Rv1635c	1671	0	0.0
Rv1636	441	0	0.0
Rv1637c	795	0	0.0
Rv1638	2919	0	0.0
Rv1638A	258	0	0.0
Rv1639c	1470	0	0.0
Rv1640c	3519	0	0.0
Rv1641	606	0	0.0
Rv1642	195	0	0.0
Rv1643	390	0	0.0
Rv1644	783	0	0.0
Rv1645c	1056	0	0.0
Rv1646	933	933	100.0
Rv1647	951	0	0.0
Rv1648	807	0	0.0
Rv1649	1026	0	0.0
Rv1650	2496	0	0.0
Rv1651c	3036	3036	100.0
Rv1652	1059	0	0.0
Rv1653	1215	0	0.0
Rv1654	885	0	0.0
Rv1655	1203	0	0.0
Rv1656	924	0	0.0
Rv1657	513	0	0.0
Rv1658	1197	0	0.0
Rv1659	1413	0	0.0
Rv1660	1062	0	0.0
Rv1661	6381	0	0.0
Rv1662	4809	0	0.0
Rv1663	1509	0	0.0
Rv1664	3054	0	0.0
Rv1665	1062	0	0.0
Rv1666c	1293	0	0.0
Rv1669	363	0	0.0
Rv1670	348	0	0.0
Rv1671	393	0	0.0
Rv1672c	1332	0	0.0
Rv1673c	933	0	0.0
Rv1674c	657	0	0.0
Rv1675c	735	0	0.0
Rv1676	705	0	0.0
Rv1677	549	0	0.0
Rv1678	903	0	0.0
Rv1679	1122	0	0.0
Rv1680	825	0	0.0
Rv1681	993	0	0.0
Rv1682	918	0	0.0
Rv1683	3000	0	0.0
Rv1684	225	0	0.0
Rv1685c	624	0	0.0
Rv1686c	681	0	0.0
Rv1687c	768	0	0.0
Rv1688	612	0	0.0
Rv1689	1275	0	0.0
Rv1690	384	0	0.0
Rv1691	753	0	0.0
Rv1692	1062	0	0.0
Rv1693	177	0	0.0
Rv1694	807	0	0.0
Rv1695	924	0	0.0
Rv1696	1764	0	0.0
Rv1697	1182	0	0.0
Rv1698	945	0	0.0
Rv1699	1761	0	0.0
Rv1700	624	0	0.0
Rv1701	936	0	0.0
Rv1702c	1365	1358	99.48717948717949
Rv1703c	750	0	0.0
Rv1704c	1671	0	0.0
Rv1705c	1158	1158	100.0
Rv1706c	1185	1185	100.0
Rv1706A	168	0	0.0
Rv1707	1461	0	0.0
Rv1708	957	0	0.0
Rv1709	837	53	6.332138590203106
Rv1710	696	0	0.0
Rv1711	765	0	0.0
Rv1712	693	0	0.0
Rv1713	1392	0	0.0
Rv1714	813	0	0.0
Rv1715	915	0	0.0
Rv1716	831	0	0.0
Rv1717	351	1	0.2849002849002849
Rv1718	819	0	0.0
Rv1719	780	0	0.0
Rv1720c	390	0	0.0
Rv1721c	228	0	0.0
Rv1722	1485	0	0.0
Rv1723	1248	0	0.0
Rv1724c	420	0	0.0
Rv1725c	711	0	0.0
Rv1726	1386	0	0.0
Rv1727	570	0	0.0
Rv1728c	771	0	0.0
Rv1729c	939	0	0.0
Rv1730c	1554	0	0.0
Rv1731	1557	0	0.0
Rv1732c	549	0	0.0
Rv1733c	633	0	0.0
Rv1734c	243	0	0.0
Rv1735c	498	0	0.0
Rv1735a	243	0	0.0
Rv1736c	1959	0	0.0
Rv1737c	1188	0	0.0
Rv1738	285	0	0.0
Rv1739c	1683	0	0.0
Rv1740	213	0	0.0
Rv1741	249	0	0.0
Rv1742	738	0	0.0
Rv1743	1701	0	0.0
Rv1744c	402	0	0.0
Rv1745c	612	0	0.0
Rv1746	1431	0	0.0
Rv1747	2598	0	0.0
Rv1748	732	0	0.0
Rv1749c	558	0	0.0
Rv1750c	1599	0	0.0
Rv1751	1383	0	0.0
Rv1752	450	0	0.0
Rv1753c	3162	3162	100.0
Rv1754c	1692	0	0.0
Rv1758	525	16	3.0476190476190474
Rv1759c	2745	2745	100.0
Rv1760	1509	0	0.0
Rv1761c	384	0	0.0
Rv1762c	789	0	0.0
Rv1765c	1098	28	2.5500910746812386
Rv1766	270	14	5.185185185185185
Rv1767	360	0	0.0
Rv1768	1857	1857	100.0
Rv1769	1245	0	0.0
Rv1770	1287	0	0.0
Rv1771	1287	0	0.0
Rv1772	312	0	0.0
Rv1773c	747	0	0.0
Rv1774	1341	0	0.0
Rv1775	819	0	0.0
Rv1776c	561	0	0.0
Rv1777	1305	0	0.0
Rv1778c	450	0	0.0
Rv1779c	1794	0	0.0
Rv1780	564	0	0.0
Rv1781c	2175	0	0.0
Rv1782	1521	0	0.0
Rv1783	4176	0	0.0
Rv1785c	1182	0	0.0
Rv1786	204	0	0.0
Rv1787	1098	1098	100.0
Rv1788	300	300	100.0
Rv1789	1182	1182	100.0
Rv1790	1053	1053	100.0
Rv1791	300	300	100.0
Rv1793	285	0	0.0
Rv1794	903	0	0.0
Rv1795	1512	0	0.0
Rv1796	1758	0	0.0
Rv1797	1221	0	0.0
Rv1798	1833	0	0.0
Rv1799	192	0	0.0
Rv1800	1968	1968	100.0
Rv1801	1272	1272	100.0
Rv1802	1392	1392	100.0
Rv1803c	1920	1920	100.0
Rv1804c	327	0	0.0
Rv1805c	348	0	0.0
Rv1806	300	300	100.0
Rv1808	1230	1230	100.0
Rv1809	1407	1407	100.0
Rv1810	357	0	0.0
Rv1811	705	0	0.0
Rv1812c	1203	0	0.0
Rv1813c	432	0	0.0
Rv1814	903	0	0.0
Rv1815	666	0	0.0
Rv1816	705	0	0.0
Rv1817	1464	0	0.0
Rv1818c	1497	1497	100.0
Rv1819c	1920	0	0.0
Rv1820	1644	0	0.0
Rv1821	2427	0	0.0
Rv1822	630	0	0.0
Rv1823	924	0	0.0
Rv1824	366	0	0.0
Rv1825	879	0	0.0
Rv1826	405	0	0.0
Rv1827	489	0	0.0
Rv1828	744	0	0.0
Rv1829	495	0	0.0
Rv1830	678	0	0.0
Rv1831	258	0	0.0
Rv1832	2826	0	0.0
Rv1833c	861	0	0.0
Rv1834	867	0	0.0
Rv1835c	1887	0	0.0
Rv1836c	2034	0	0.0
Rv1837c	2226	0	0.0
Rv1838c	396	0	0.0
Rv1839c	264	0	0.0
Rv1840c	1548	1548	100.0
Rv1841c	1038	0	0.0
Rv1842c	1368	0	0.0
Rv1843c	1440	0	0.0
Rv1844c	1458	0	0.0
Rv1845c	951	0	0.0
Rv1846c	417	0	0.0
Rv1847	423	0	0.0
Rv1848	303	0	0.0
Rv1849	315	0	0.0
Rv1850	1734	0	0.0
Rv1851	636	0	0.0
Rv1852	675	0	0.0
Rv1853	627	0	0.0
Rv1854c	1392	0	0.0
Rv1855c	924	0	0.0
Rv1856c	678	0	0.0
Rv1857	786	0	0.0
Rv1858	795	0	0.0
Rv1859	1110	0	0.0
Rv1860	978	0	0.0
Rv1861	306	0	0.0
Rv1862	1041	0	0.0
Rv1863c	771	0	0.0
Rv1864c	756	0	0.0
Rv1865c	861	0	0.0
Rv1866	2337	0	0.0
Rv1867	1485	0	0.0
Rv1868	2100	0	0.0
Rv1869c	1236	0	0.0
Rv1870c	636	0	0.0
Rv1871c	390	0	0.0
Rv1872c	1245	0	0.0
Rv1873	438	0	0.0
Rv1874	687	0	0.0
Rv1875	444	0	0.0
